876,1294,3
5462,1251,11
118,2213,7
106,2864,6
3195,2590,4
408,2554,7
332,299,5
119,8958,6
102,8684,4
164,3979,3
15837,103,3
11447,856,4
1995,8774,6
668,1626,3
156,3217,3
111,2011,7
2980,5243,3
1103,225,3
251,2039,4
217,1415,3
135,2046,4
115,4861,4
103,1680,19
8578,139,4
101,12733,3
124,350,18
670,373,3
140,10084,5
200,2574,4
107,656,43
599,1102,3
103,1740,12
8468,509,6
1049,712,3
587,117,14
903,1216,6
221,1543,3
758,599,11
5508,113,3
479,133,15
3482,117,4
122,1151,13
1919,119,8
201,3304,13
299,186,12
862,104,18
1031,159,4
7472,117,3
485,565,6
115,2687,8
3310,106,6
1867,108,14
12,8346,4
101,6464,9
6385,1001,3
13996,104,3
131,243,21
110,5040,5
104,1438,20
143,1015,7
331,15235,3
123,654,19
115,9166,3
106,420,63
203,293,15
12120,104,3
106,6511,4
223,2623,3
4393,120,14
1708,12,10
1435,198,3
123,774,9
426,177,8
107,13188,3
6309,108,5
8021,12,6
203,173,16
2978,132,4
1020,106,36
625,6275,9
2995,1860,4
147,2510,3
2735,1757,6
526,14,150
4805,1534,13
275,195,7
426,120,59
239,166,22
1074,123,8
1425,142,5
282,1935,3
119,7745,7
1002,111,16
16100,16101,3
101,11456,4
358,772,104
139,2370,5
111,6894,3
13338,2133,3
3611,898,7
4571,106,10
3171,102,9
293,155,24
1662,115,8
107,8059,4
611,14,126
181,122,43
115,4174,5
2700,120,9
4882,104,5
121,5733,3
1285,155,7
683,115,14
7729,186,7
257,102,80
4263,117,15
145,132,55
8697,130,6
1425,262,6
241,1061,4
231,417,13
508,269,6
122,445,18
1939,1657,3
9160,2498,5
12,5204,6
322,400,5
923,429,3
630,5640,10
1976,1789,4
170,123,147
1154,123,9
4386,791,4
113,914,10
2867,12,8
105,4100,6
8050,12,3
198,6270,9
2459,8909,6
451,513,4
101,1554,19
13724,4892,3
359,500,30
1645,211,3
3968,106,8
268,796,5
451,461,3
346,1479,4
133,3915,3
114,3240,7
113,1015,11
559,470,21
14941,144,3
13597,9232,3
1855,2972,23
777,11241,4
209,5662,10
782,1093,8
114,5278,3
110,5907,5
15744,102,3
1068,260,3
311,3590,6
15954,838,3
256,3854,4
436,403,10
108,1056,43
378,2794,3
131,16284,3
200,2128,3
374,304,4
399,1295,4
1025,1651,4
495,8023,6
1068,156,5
1984,107,8
195,965,6
542,147,7
225,602,10
1048,867,7
522,109,30
108,938,17
7347,114,3
5786,101,7
253,505,4
137,9869,4
4055,199,16
13840,6093,3
139,908,9
608,1208,3
12501,242,4
12,1971,12
225,526,5
169,2324,4
2674,116,6
1203,103,20
7463,121,3
108,887,17
4197,129,3
135,2452,4
1131,118,11
419,285,12
10085,208,5
116,10514,4
507,338,3
152,1027,6
2827,408,4
1112,229,3
180,1000,5
433,13552,3
14,356,238
334,14425,3
365,625,3
649,10597,4
4350,13680,3
105,1297,13
9392,557,5
6915,287,3
401,662,3
303,2,16
1671,147,4
109,138,169
345,485,4
544,1801,4
106,4145,7
8298,7213,5
14,492,163
115,11764,3
808,523,3
196,57,104
549,790,3
2564,152,3
1400,116,8
102,15575,3
4618,101,8
363,105,40
109,190,72
199,1142,4
106,6169,5
375,906,3
185,12448,4
391,134,22
569,489,7
12476,291,4
102,5277,7
1507,1458,4
119,3964,11
185,294,7
237,1056,6
1172,1422,3
8441,107,6
12,1716,8
213,263,7
115,1471,21
340,2570,3
102,3239,14
3483,154,3
12,1760,15
548,114,15
116,160,109
3985,107,16
1271,548,3
250,1895,3
617,5121,3
111,2330,6
2393,114,7
893,101,39
1225,112,11
5405,109,6
135,2299,4
4878,101,7
786,21,14
3726,127,4
2740,127,4
964,185,6
111,2270,6
2827,258,6
921,3826,3
668,605,3
105,1477,22
248,356,5
309,327,15
142,1051,16
284,455,4
2757,688,4
14,313,270
488,2112,4
3964,244,3
156,4211,3
264,697,6
103,8318,5
105,1402,14
2360,427,3
704,702,14
104,2853,7
14,107,7188
591,550,6
1027,557,3
3677,109,7
738,129,9
1706,11043,4
836,121,13
274,101,107
4192,105,6
187,5401,11
569,116,15
120,8118,3
140,563,8
3936,125,3
497,105,27
114,7980,3
123,5564,4
688,575,3
1640,955,3
122,189,43
16068,6372,3
954,2707,4
5651,102,5
6130,120,4
119,1146,14
1486,12,13
14306,396,3
102,1898,16
841,853,3
3598,1179,17
1275,122,9
122,137,137
14709,293,3
145,538,13
287,122,52
1624,4756,3
645,108,28
4313,12,5
211,113,54
1628,120,7
115,3766,5
7637,826,3
492,652,3
104,10463,3
13313,1614,3
508,389,3
257,426,12
12645,104,3
322,317,7
125,696,15
211,290,8
12527,733,4
8387,123,4
111,7209,4
12,3617,5
378,303,4
103,667,32
932,465,4
267,284,5
11058,12,4
15018,102,3
123,1847,8
252,111,154
740,12,45
307,123,35
2308,119,10
5268,108,9
104,6678,8
280,126,18
830,151,6
7917,102,7
967,844,4
4823,106,11
720,1,22
117,2305,7
2713,12,10
4895,122,4
192,119,38
553,791,6
156,982,11
8321,3971,6
886,106,20
102,12073,3
3493,1202,5
4514,123,4
146,796,6
688,2757,4
123,8012,3
318,15240,3
1288,225,9
503,333,3
126,380,13
307,225,12
3964,4975,3
3563,7865,3
116,8986,3
11303,104,4
120,5314,3
112,346,25
218,676,6
104,415,53
106,10605,3
213,3832,4
102,696,36
1222,1028,3
106,12629,4
1069,288,14
8971,110,6
11025,12,3
8,384,3
6959,9920,3
12337,375,3
150,189,28
4568,102,13
740,13394,3
1569,128,50
276,809,3
577,142,33
124,172,42
102,798,35
1,4111,4
14413,2948,3
1422,151,4
6484,113,5
209,8405,6
144,569,15
1318,106,16
1837,14,42
107,911,16
4344,12,6
128,2303,8
2963,209,24
115,3080,7
2749,4390,3
3160,106,6
5927,111,5
1234,102,28
234,132,32
5776,230,4
1832,624,3
233,998,5
6529,707,4
354,419,9
101,380,65
106,250,65
104,1333,13
112,1414,9
9661,128,5
610,2050,3
101,456,57
106,301,44
105,2998,9
747,344,3
107,10877,3
4348,8262,6
2273,119,7
1030,189,27
4183,108,15
719,142,12
120,4541,4
130,3768,8
203,481,8
2245,111,8
106,104,843
336,173,12
123,982,81
198,1166,3
375,3392,3
156,1795,4
112,1549,7
13,495,7
388,14,213
300,220,6
108,9622,5
994,102,32
171,3136,4
129,1760,6
3254,183,3
780,203,4
12,947,54
158,2381,4
4574,125,4
102,4438,7
105,10742,4
471,147,8
168,2458,3
1,1158,7
1228,201,4
105,12866,3
997,777,4
21,833,23
5131,105,6
121,505,15
1048,1890,3
207,1205,5
1177,1820,3
102,4514,9
6294,109,4
224,103,100
427,2499,3
483,192,6
115,125,299
104,10013,3
138,4188,5
12792,101,3
1048,2094,3
12,1049,41
331,329,4
132,2613,4
12,7145,4
1034,1477,3
646,459,3
230,6540,3
9710,958,5
708,233,4
134,632,17
12,997,60
121,353,32
15861,1762,3
184,263,8
882,13659,3
5509,1427,5
102,2520,14
796,616,6
256,2835,7
127,107,276
2223,101,14
823,905,4
199,2,36
412,586,5
4140,548,4
530,167,23
1179,107,44
9557,432,5
376,804,3
735,9556,5
2620,1156,4
1992,165,3
2371,107,9
566,212,7
3154,196,6
1207,131,6
1574,105,13
7523,107,7
2902,143,3
110,563,17
1108,901,9
422,58,14
621,192,6
350,21,235
106,3119,6
10032,105,3
161,365,9
112,3908,4
713,2566,28
153,630,7
121,10521,4
274,1442,3
2,3611,10
9008,2488,6
1908,254,6
458,261,7
223,1079,5
1674,432,7
12,12970,3
6791,2029,3
9206,101,5
1638,471,3
113,5302,11
654,1409,3
137,2,101
105,5155,5
1754,129,11
120,4526,4
3539,194,5
1113,107,13
940,165,4
275,478,5
157,131,59
261,867,3
300,101,123
575,1827,3
341,1145,3
130,5792,10
137,180,36
136,1535,7
885,118,10
2944,112,7
582,2261,3
478,780,18
6818,183,4
143,612,10
10622,12841,3
310,387,4
2712,222,3
4577,711,3
114,4305,4
940,300,4
136,1491,10
123,1069,46
448,4918,6
1848,460,3
12186,101,4
137,299,18
171,2967,3
863,609,3
734,1253,3
1279,697,6
3039,101,17
132,820,18
8102,105,4
1246,196,3
403,6706,8
103,1888,17
2025,107,8
101,10329,4
311,797,3
736,818,11
2703,203,4
5129,116,3
8,541,3
1134,112,11
276,782,12
4913,101,8
290,103,81
7017,194,3
475,561,8
3510,570,4
1274,103,16
102,788,46
8102,251,3
150,294,12
122,1391,9
103,2024,20
217,1263,3
124,322,31
134,4601,3
340,2015,6
943,2550,5
115,2987,6
13708,107,3
106,10672,3
101,12505,4
377,2837,3
107,1011,36
862,469,9
124,263,26
102,637,49
475,425,15
111,1719,17
240,609,5
127,253,26
3083,6094,9
137,2917,5
104,6011,4
10369,102,4
5679,328,7
988,290,3
835,4829,3
1047,1327,3
101,2671,15
3385,104,7
150,14950,3
1816,117,6
1760,12,15
905,823,4
2299,135,4
3789,2307,17
392,574,3
130,1564,8
6892,102,7
5455,205,3
6138,110,9
271,173,24
458,14,173
1027,1236,5
1423,882,6
7236,117,3
729,204,4
386,115,35
3154,122,4
4533,111,4
101,4693,8
1692,932,4
6062,117,3
107,8553,3
941,5776,10
7559,119,3
113,5405,11
376,786,3
104,10060,3
214,14334,3
105,10591,3
237,1662,4
122,5938,10
2067,250,3
12,7162,7
8366,111,5
121,400,18
132,2546,4
260,223,16
8294,123,4
1152,1028,3
119,4899,3
224,266,9
3264,350,3
106,15095,3
185,1543,3
148,207,24
399,117,54
965,111,20
894,123,11
103,3309,10
2536,133,4
1192,207,4
2133,1515,3
2067,104,22
119,4695,4
102,2491,11
14269,262,3
7324,12,3
3934,9,3
3398,102,8
1507,204,21
780,115,28
433,565,3
3254,132,11
1402,2359,3
2769,115,8
443,193,12
3888,778,3
2575,1119,3
3862,130,4
144,2696,3
106,14991,3
154,479,169
555,157,10
1663,108,18
1228,113,9
236,755,5
14,149,1233
3300,119,4
753,1842,3
3458,13419,3
3713,117,4
3768,12,9
16069,4258,3
3141,544,3
2154,111,8
1465,115,10
140,578,9
110,1166,12
13766,606,3
238,173,14
127,1531,12
7149,12,3
425,14,198
947,106,26
117,9,13
101,6182,6
1960,4121,3
2013,102,13
2478,148,8
152,810,27
4107,122,5
1156,9741,5
104,4940,6
8380,106,4
4829,223,4
8496,102,4
7424,366,7
5498,310,10
299,9983,5
13392,12,3
2236,712,3
8839,188,4
15784,106,3
14215,108,3
759,3598,10
953,656,3
189,1257,3
578,525,3
5138,120,7
436,12,54
5481,132,3
185,189,20
1484,117,15
115,7723,3
103,4464,11
327,4076,3
1106,104,15
3511,128,5
110,11851,4
2859,1943,3
201,911,9
821,14,94
1506,14182,3
141,113,208
715,108,22
7473,110,3
251,2289,3
318,426,4
9081,1236,5
128,1634,5
210,1259,17
590,635,6
8419,11455,4
10166,113,5
1068,363,5
2500,1486,4
15096,106,3
111,4295,6
201,1028,14
2377,15551,3
1202,1313,3
115,1455,8
10571,123,3
101,1303,23
127,3894,3
294,666,3
108,14454,3
1388,1094,3
120,3227,5
104,410,33
14176,1120,3
2298,351,4
101,1251,27
7098,14861,3
601,360,5
112,299,27
22,1334,7
1971,235,6
3122,1337,3
117,2206,34
112,2,360
105,5716,5
2685,109,9
143,1942,4
2196,101,20
310,1221,63
3984,2348,16
222,8,4
2223,3781,4
1139,1960,3
1260,101,23
136,145,93
494,3691,3
565,595,3
1021,3107,22
280,57,31
113,6935,3
776,121,16
7624,107,7
2656,7701,3
22,1182,12
508,372,6
134,3192,3
155,322,17
1570,258,17
758,1393,3
9,3934,3
122,226,63
256,1316,3
57,404,55
103,6829,4
231,210,23
378,147,9
1275,196,8
5483,103,5
12,5584,10
201,4369,3
155,219,17
178,1555,3
251,924,9
815,127,8
1597,187,4
1275,136,6
103,754,35
783,510,3
1880,171,3
322,103,55
3261,136,3
7850,101,6
107,11880,4
242,224,18
923,10492,5
117,2545,6
5350,270,11
16059,101,3
164,356,32
1859,403,5
112,374,20
1754,1355,3
12067,105,3
776,432,5
12139,903,4
1154,341,5
222,1104,3
7327,1674,7
236,2206,4
2823,109,11
258,860,3
268,793,3
10113,3003,5
120,5478,3
126,57,138
8994,3650,6
12344,15108,3
1204,2351,3
136,573,8
3083,125,4
539,510,3
2939,103,11
12610,332,4
123,1883,13
101,1507,20
1813,206,4
730,164,42
1570,408,10
107,8222,3
155,475,19
134,5697,3
57,329,26
368,231,9
115,6045,5
108,4294,7
11970,109,3
111,646,17
12,5251,4
1199,399,7
548,2898,3
122,376,22
191,627,6
1536,129,5
221,174,12
480,147,10
293,160,10
1922,107,26
135,811,7
108,2376,12
1564,121,8
311,1820,16
861,180,7
11889,15103,3
57,150,123
293,112,31
110,10253,5
128,3368,4
102,1862,14
1305,143,11
107,1953,26
191,747,4
361,1920,9
217,103,109
145,118,135
108,2324,17
534,4314,3
3785,105,6
122,480,16
1110,171,9
169,887,4
101,13481,3
301,1999,3
563,170,6
1220,123,10
142,787,10
161,1605,4
196,126,47
3318,123,4
11305,438,4
695,14703,3
688,168,9
5067,110,4
6578,123,4
1047,106,16
1400,130,15
1148,159,11
467,918,3
205,5455,3
1925,12158,4
391,120,40
176,4480,6
14,585,133
166,603,6
120,1697,7
1220,225,3
2633,1625,7
2165,15107,3
803,7423,7
249,1461,3
105,7398,5
109,293,44
612,1102,3
212,2595,3
889,1455,4
195,950,10
291,189,7
12,8137,3
2179,172,3
107,3304,10
2459,117,5
2926,111,5
1484,488,3
12,1912,12
2403,12,9
291,137,14
101,10222,4
4940,104,6
14475,622,3
1,122,126
669,14,117
318,102,70
263,113,39
2603,218,3
121,1593,7
1243,102,21
12160,113,4
374,262,6
464,15903,3
120,14312,3
474,9334,4
135,4577,5
4315,436,6
15422,117,3
117,13355,3
12,8257,6
1363,1075,3
263,290,5
1131,335,4
607,470,5
522,255,4
4457,259,3
1210,15100,3
195,992,8
15062,102,3
14105,8077,3
422,447,3
8898,108,6
15163,1844,3
1016,463,5
120,1064,8
432,1019,3
101,4950,8
186,2005,3
223,676,4
114,712,17
316,2406,3
723,12,23
187,2300,4
549,1900,3
277,149,41
5744,106,5
105,6701,6
6814,113,5
12,13174,3
157,4811,3
101,3032,11
917,155,14
12,11150,3
316,2482,3
133,173,31
966,771,7
1512,14,53
1277,982,3
208,1759,3
557,11042,4
110,220,52
944,102,23
130,7322,3
127,585,13
3247,195,4
249,184,9
1405,108,29
199,603,5
154,298,12
141,1252,8
1130,312,4
121,317,19
103,3566,8
108,1662,23
5103,373,4
104,10165,3
200,631,6
1841,268,3
1984,1428,4
138,2574,4
399,436,5
119,2930,6
220,393,5
894,429,11
251,5227,3
844,198,4
2093,123,11
105,10334,5
2578,128,4
2959,111,7
3015,123,4
201,8059,4
702,14,114
154,122,144
2318,106,11
2875,115,5
135,3380,4
230,113,37
816,108,19
618,153,8
109,3762,17
136,1235,5
9190,2633,5
1365,485,3
311,13022,3
8141,6,6
1820,114,11
749,869,4
130,4127,3
105,4764,7
3823,147,3
1279,949,3
9349,684,3
289,827,3
307,1152,3
7627,101,7
11427,103,4
4843,9149,5
114,4666,5
225,9957,5
109,3866,9
261,612,8
123,607,31
101,229,141
239,265,6
152,5598,3
130,5971,3
259,4671,6
2,2054,5
1221,469,4
1293,427,3
106,469,29
9156,3079,3
167,306,22
1691,15297,3
123,683,15
101,289,134
341,1402,7
142,3203,4
941,1362,3
403,114,27
862,6323,3
124,579,12
7724,112,3
107,811,25
10362,455,5
3570,114,5
165,5420,3
4494,124,3
101,12820,3
5003,967,4
144,150,69
124,519,13
256,124,28
2777,21,24
4087,1170,5
5793,156,4
150,480,7
8000,101,6
206,498,8
1075,171,4
155,1285,7
1179,9082,5
1274,421,3
311,1049,3
216,347,6
103,1631,13
121,3015,4
551,240,4
764,1101,4
102,1039,25
337,632,3
1374,699,3
138,646,55
4288,4289,15
1436,1095,4
148,919,5
315,114,31
399,947,9
4226,103,7
802,2,8
108,1214,12
115,876,14
656,101,56
2152,114,7
557,548,4
997,559,80
170,9669,5
201,1537,6
12,197,66
2066,5364,11
3554,125,4
728,185,4
128,164,75
121,659,27
168,4938,4
3526,329,19
9622,138,5
802,299,3
286,681,6
399,997,3
125,3968,5
11041,557,4
8011,1393,3
602,896,9
238,1751,5
3062,154,9
117,1510,11
259,194,8
510,101,52
845,491,3
6050,201,3
458,935,5
195,11750,3
6293,107,7
422,954,3
3197,105,9
725,2434,3
1199,9403,5
147,6368,3
11391,164,4
442,224,6
105,7143,7
143,2857,5
2391,260,5
5583,251,3
187,4932,3
859,304,3
3973,425,5
152,1325,5
1471,2045,3
428,4990,3
106,2193,10
774,250,4
5993,474,3
12550,111,3
194,255,9
1296,2986,5
557,4910,3
557,2788,3
124,1084,37
11277,117,3
311,436,15
920,239,3
201,5959,5
417,207,6
2691,119,7
1222,12,61
746,135,9
301,142,16
974,177,4
249,8484,3
5775,115,3
125,1218,6
1019,495,4
6504,117,4
2618,102,15
389,102,59
11826,370,4
445,113,17
607,5569,3
102,594,69
417,6333,4
128,3113,4
101,698,73
408,250,9
222,1365,3
2052,678,15
309,3628,3
5546,10866,3
1492,346,3
102,12554,4
187,402,10
677,411,3
14635,102,3
576,323,3
186,5784,4
11306,665,4
3563,104,9
1980,3048,3
123,170,147
222,1153,8
101,800,100
153,2756,4
147,3111,3
733,2363,3
7717,120,3
222,7377,4
605,597,3
1954,110,19
849,186,26
2984,12,13
901,110,17
149,191,19
2457,111,6
484,159,6
193,868,5
11043,1706,4
123,14,3016
1816,2266,3
2177,120,7
615,106,34
3195,130,8
107,10779,3
651,132,10
2,1620,8
1053,6186,3
103,497,40
14234,724,3
2271,151,3
12,3770,5
21,4142,4
8532,14866,3
5746,115,4
12517,243,4
558,214,6
394,137,12
1080,115,19
2503,106,14
358,102,57
4685,117,4
111,193,49
1538,13880,3
887,108,17
163,211,15
4613,12,6
9510,1296,5
909,500,7
2000,108,14
124,1793,43
200,3692,18
6166,111,3
1928,120,11
14617,135,3
10040,106,5
2453,16110,3
524,3009,3
15592,7916,3
741,250,17
102,1354,17
106,14390,3
1080,232,9
1110,604,3
1661,12564,4
361,1467,4
10116,117,5
795,288,4
5112,243,12
12,5945,6
758,1646,4
113,571,19
359,909,3
4526,120,4
143,1125,5
156,170,21
615,1515,3
8192,102,4
109,2478,7
5596,115,5
469,481,3
131,1933,9
866,110,13
105,3439,6
176,205,18
2,191,63
119,12077,4
2492,111,6
1276,177,5
4362,886,3
1200,14,67
1001,565,3
553,542,3
156,14,1042
438,7327,7
8408,382,6
288,120,29
117,3059,8
13381,474,3
5288,111,4
3462,948,8
5232,123,4
4342,135,3
101,2020,15
105,5673,7
298,1254,3
1085,13629,3
1067,4942,12
4018,234,3
345,2234,3
147,3823,3
16075,3064,3
2166,366,3
112,983,11
323,268,6
10507,1590,5
469,429,9
366,1257,3
247,358,5
174,2121,3
423,1391,7
727,260,5
410,684,4
108,394,34
871,722,3
1,628,21
699,229,5
235,664,9
5006,313,4
111,5006,10
2359,425,8
